Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"Awe , miss y'all too : )",0,0,0,0,1,1,0,0,1,0,1
"Sadly i do not think i shall see you on tour , but have fun , you are gon na rock hotformetour",0,0,0,0,1,0,0,0,1,0,0
I gave up kendrick lamar to eat barbecue with him,0,1,0,0,1,0,1,0,0,0,0
"So shines a good deed in a weary world ' roald dahl , charlie and the chocolate factory",0,1,0,0,1,0,1,0,0,0,0
New play through tonight pretty much a blind run only played the game once and maybe got 2 levels it rage horror,1,0,1,1,0,0,0,0,0,0,0
F'n morons u23 smfh can not just be lackadaisical,1,0,1,0,0,0,0,0,1,0,0
Ur road rage gives me anxiety,1,0,0,1,0,0,0,0,0,0,0
Rooney is 5 yards off the pace in a league cup game against northampton town let that sink in for a moment mufc,0,1,0,0,1,0,1,1,0,0,0
Brings back great memories of hilarity on saturdaynightlive,0,0,0,0,1,1,0,0,0,0,0
My god is a full shilling seriously you need a major rethink or no lab gove in your lifetime sad,0,0,0,0,0,0,0,1,1,0,0
"Significantly , with a bitter smile , 'let me",1,0,1,0,0,0,0,0,0,0,0
Just trying to go home tonight a run on 2nd and 20 and a run on 3rd and 20 that is what champs do  sike losers terrible,1,0,1,0,0,0,0,1,0,0,0
This is why i drink and watch you are the worst as a way to cheer myself up,0,0,1,0,0,0,1,0,1,0,0
These horrific situations will only get worse if trump is elected vote hillary,0,0,0,1,0,0,0,0,0,0,0
He did not have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end,0,0,0,0,1,0,0,0,0,0,0
Need advice on how to get out of this rut needmotivation,0,1,0,0,0,0,1,0,0,0,1
In health we did a think about depression and now i feel like i have it,0,0,0,0,0,0,0,0,1,0,0
It shall be easy to spot the parade of tiny weans in expensive jammies really is hilarious,0,0,0,0,1,0,0,0,0,0,0
"Mattmilne76 thank you for letting us know please do not hesitate to contact us in the future , if our assistance is needed thank you",0,1,0,0,1,0,1,0,0,0,0
Are there any horror sites that would be interested in my writing a guest article/review been really craving a literary outlet lately,0,1,0,1,0,0,0,0,0,0,1
Worry is a down payment on a problem you may never have ' � Joyce meyer motivation leadership,0,0,0,0,1,0,1,0,0,0,0
Muscled man with huge heart is messing with my brain and heart lost confused,0,0,0,0,0,0,0,0,1,0,0
Follow this amazing australian author fiction zombies angels demons vampires werewolves follow authorlove,0,1,0,0,1,1,1,0,0,0,1
Trump says the refugee situation 'is not just about terrorism it is about quality of life ' take note,1,0,1,1,0,0,0,0,0,0,0
I am wearing all black tomorrow to mourn,0,0,1,0,0,0,0,1,1,0,0
"I am at 349 and just decoded 20 or more blues and not one was over 340 , where you getting your blues",0,1,0,0,0,0,0,0,0,0,0
Hes right when the civil war starts it will be wall to wall terrorism and i do not fancy the muzzy is chances,1,1,1,1,0,0,0,0,0,0,0
Thank you for my obama cut out i am elated that he is back home,0,0,0,0,1,1,1,0,0,0,0
"Laughs louder this time , shaking my head* that was really cheesy , was not it",0,0,0,0,1,0,0,0,0,0,0
Whatt a trailerr ranbirkapoor aishwaryaraibachchan i am completely blown awestruck longingformore,0,1,0,0,1,0,1,0,0,1,1
"So bad  slash prices or send them to refugee camps , like team gear after they lose championships",1,0,1,0,0,0,0,0,1,0,0
When my 4yo is gone i blast gothcore music she has anxiety and i can not listen 2 it around her bcuz it is 'too spooky ' *sigh* momlife,0,0,0,1,0,0,0,0,1,0,0
"It is pretty clear i can not stand , no tolerance for habitual liars not a trump fan either so what is a citizen to do",1,0,1,0,0,0,0,0,1,0,0
Will showing off biceps scare you,0,0,0,1,0,0,0,0,0,0,0
Glee,0,0,0,0,1,0,0,0,0,0,0
Awake at 5 with a seriously bad throat glands feel huuge and i am in uni soon grim,1,0,1,0,0,0,0,0,1,0,0
Courage the cowardly dog is like american horror story for kids,0,0,0,1,0,0,0,0,0,0,0
This is awful,0,0,1,0,0,0,0,0,0,0,0
Gloriosa bazigaga on rwanda work : ' I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it is within our power ',0,0,0,0,0,0,1,0,0,0,0
Finn singing ' Ca not fight this feeling ' in the shower and will spying on him is one of the best scenes on any show glee,0,0,0,0,1,1,1,0,0,0,0
A smile does not always mean a person is happy sometimes it simply means they are strong enough to face their own problems,0,0,0,0,1,0,1,0,1,0,0
Mhchat childhood experiences inform adult relationships we have associative memories not a question of ability to process,0,1,0,0,0,0,0,0,1,0,0
"Texans and astros both shut out tonight houston , we are back to normal texans astros sadness losers",0,0,0,0,0,0,0,0,1,0,0
Nick fury,1,0,1,0,0,0,0,0,0,0,0
And i am up from a dream where i said something really retarded on twitter and it got like 100 retweets nightmare,0,0,0,1,0,0,0,0,1,0,0
Do not get me started on town centre used to go every week  not been for 18 months,0,0,0,0,0,0,0,0,1,0,0
The race advances only by the extra achievements of the individual you are the individual ~ Charles towne inspire,0,0,0,0,1,0,1,0,0,0,0
"Both , scrap *ll the rage instead",1,0,0,0,0,0,0,0,0,0,0
Just told me wife there was a chance it would be 2 sydney teams in afl grand final her response : 'there is two sydney afl teams ' serious,0,1,1,0,0,0,1,0,0,1,0
I think they may be offended,0,1,0,0,0,0,0,0,0,0,0
Wow i am just really sadden by that terrible,0,0,1,0,0,0,0,0,1,0,0
I meet new people and i had to grow up with the reality that people can be desgusting and fake and so i lost my cheerfulness and started to,1,0,1,0,0,0,0,1,0,0,0
I hate that a black lady is painting herself white on the internet for laughs and likes  badform didntlaugh,1,0,1,0,0,0,0,0,1,0,0
Can not believe mint fest is two days away and i hate my outfit nightmare,1,0,1,1,0,0,0,0,1,0,0
Urgent need to get a new job the constant gloom of my current one is getting a bit ridiculous now,0,1,0,0,0,0,0,1,1,0,0
"Glasgow girls ' is a real tonic : an eclectic range of songs , barbed humour and eloquence in its fiery rage against injustice",1,1,1,1,1,0,1,0,0,0,0
Eat my ass ' is no longer an insult,1,0,1,0,0,0,0,0,1,0,0
These girls who are playful and childlike seem to have such lovely relationships ca not imagine them having serious convos but it is cute,0,0,0,0,1,1,0,0,0,0,0
"It is not that the man did not know how to juggle , he just did not have the balls to do  funny pun punny lol",0,0,0,0,1,0,1,0,0,0,0
So is texting a guy ' I am ready for sex now ' considered flirting ',0,1,0,0,0,0,0,0,0,0,1
Retweeted gunnysmith93 ( ) : days like today i am happy to be alive blessed,0,0,0,0,1,0,1,0,0,0,0
"I am absolutely in love with laurie hernandez , she is so adorable and is always so cheerful",0,0,0,0,1,1,0,0,0,0,0
Impractical jokers  practically genius good4thesoul impracticaljokers bingewatching,0,0,0,0,1,0,1,0,0,0,0
Car rental you have made realize why i always use what a disgusted,1,0,1,0,0,0,0,0,1,0,0
Why is it so windy so glad i did not ride my bike fear wind,0,0,0,1,1,0,0,0,0,1,0
"The point of living , and being an optimist , is to be foolish enough to believe the best is yet to come ' peter ustinov optimism quote",0,0,0,0,0,0,1,0,0,0,0
Quite the response of retaliation from weiner in getting revenge on huma and hillary 'clam digging' allscumbags,1,0,1,0,0,0,0,0,0,0,0
My ukulele bag has fallen apart well at least my life has not yet joys quote problemsolving behappy,0,0,0,0,1,0,1,0,0,0,0
"Brb , going 2 start killing random white people going about their normal days do not worry though i am white , so they will safely apprehend me",1,1,1,0,0,0,0,0,1,0,0
"Mentions his high school-aged daughters , 'should be a joyous occasion ' when they go to college , not bring 'fear , ' 'trepidation '",0,0,0,1,1,0,1,0,0,0,0
"When u /only/ talk 2 me or ask me 'how r things ' just 2 get 2 say something u want , 4give me if i am not elated 2 start a conversation with u",1,0,1,0,1,0,0,0,0,0,0
They are both pretty awful when you look at them historically,1,0,1,0,0,0,0,0,0,0,0
"Aaa cam animated that , so proud of our boy",0,0,0,0,1,0,1,0,0,0,0
Having a terrific tuesday crush it today with the power of 4 treat your internet like pizza = D powerof4,0,0,0,0,0,0,0,0,0,0,0
Watch this amazing  broadcast by lively musically,0,1,0,0,1,0,1,0,0,0,0
Broken policy ' blasio < > trump giuliani 'broken windows ' all part of 'pecking order ' bully politics america resist motto,1,0,1,0,0,0,0,0,0,0,0
"Mate the thing i get excited about in my profession are mad a client said she opened her bowels , i am rejoicing",0,0,0,0,1,0,0,0,0,0,0
Do not you know how nervous i was to see you ',0,0,0,1,0,0,0,1,1,0,0
Worst than going to the morgue to do a positive id horrible reuters,1,0,1,1,0,0,0,0,0,0,0
This is an on-going affliction for me and the only cure is more shiro,0,1,1,0,0,0,1,0,1,0,0
Jstor is lingua obscura articles are always such a delight,0,0,0,0,1,1,1,0,0,0,1
Feel the wrath of my air-dropped pamphlets,0,0,0,0,1,0,1,0,0,0,0
That is one thing but attacking and hating is worse that makes us just like the angry vengeful behavior we detest,1,0,1,0,0,0,0,0,0,0,0
"Wow , your right they do need help , so what i am getting from the laureliver fandom and bitter comic fandom and",0,0,1,0,0,0,0,0,1,0,0
Good optimism sir : ),0,0,0,0,1,0,1,0,0,0,0
I am such a shy girl,0,0,0,0,0,0,0,0,1,0,0
Pastor 15 feet away from shooting victim during protest says he is skeptical of official story charlotteprotest charlotteriot,0,1,0,1,0,0,0,0,0,0,0
What we fear doing most is usually what we most need to do ' ~ Tim ferriss inspiring inspired motivation fear success hustle,0,0,0,1,1,0,1,0,0,0,0
"Omg , that is such a beautiful quote amwriting",0,0,0,0,1,0,1,0,0,1,0
Some of these fb comments and/or tweets should make some people realize why black americans feel the way they do terrible,1,0,1,1,0,0,0,0,1,0,0
Mmm i am kinda sad i hope i can shake this before school,0,0,0,0,0,0,0,1,1,0,0
Every day i think my house is burning but it is always just my neighbor burning their toast,0,0,0,1,1,0,0,0,0,0,0
"In fact , sometimes i do not get furious at people who wrong me , but i get furious at myself for being a fool",1,0,1,0,0,0,0,0,0,0,0
"Happy birthday to the most beautiful cheerful sister ever , llnp",0,0,0,0,1,1,1,0,0,0,0
Now playing yung fav song ni chavs sober,0,0,0,0,1,0,1,0,1,0,0
Nothappy and still charging the fullprice fuming some your bestrides,1,0,1,0,0,0,0,0,0,0,0
Everyone is raging,1,0,1,0,0,0,0,0,0,0,0
Sometimes i get mad over something so minuscule i try to ruin somebodies life not like lose your job like get you into federal prison anger,1,0,1,0,0,0,0,0,0,0,0
The refs are in gt is favor tonight,0,0,0,0,1,0,0,0,0,0,0
Nl is top bureaucrat is a director of a group formed to oppose nl is top megaproject nlpoli never dull,0,0,1,0,0,0,0,0,1,0,0
Watch this amazing  broadcast by musically,0,0,0,0,1,1,0,0,0,0,1
No one wants to win the wild card because you have to play the cubs on the road sadness,0,0,0,0,0,0,0,1,1,0,0
Amal clooney should try to prosecute bush/ blair for war crimes that turned our world upside downandcreated terrorism,1,0,1,1,0,0,0,0,0,0,0
Danish pastries  oh know my nightmare old boots is a good description gbbo,0,1,0,1,0,0,0,1,0,0,0
Watching the jubilant scrum at the end of the day and remembering they are all still kids priceless,0,0,0,0,1,1,1,0,0,0,0
"Stop the presses , said/proposed something racist shocking",1,0,1,0,0,0,0,0,0,1,0
Is not obrien supposed to be some sort of offensive genius,1,1,1,0,0,0,0,1,0,0,0
Good morning chirpy springequinox and your pensive sister autumnequinox a perfect day however it is expressed the Beautyof Balance,0,0,0,0,1,1,0,0,0,0,0
The difference between someone is selfies when they are happy vs. unhappy is absolutely amazing,0,0,0,0,1,0,1,0,0,1,0
"Do we think the swallows and swifts have gone photo would 3 nights ago , not seen since sad autumn",0,0,0,0,0,0,0,1,1,0,0
"Does bret have a point cena , balor , sting ",0,1,0,0,0,0,0,0,0,0,0
I told my chiropractor ' I am here for a good time not a long time ' when he questioned my habits and yet again i have unnerved a doctor,0,0,0,0,0,0,1,0,0,0,0
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much,0,0,0,0,1,1,0,0,0,0,0
Wish i could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence,1,0,1,1,0,0,0,0,1,0,0
I will beat you always thought id be gryffindor so this is a whole new world for me excited,0,0,0,0,1,0,1,0,0,0,0
You came in at silly o'clock and woke me up that is what happened wasted fuming,1,0,1,0,0,0,0,0,0,0,0
Theyve substituted the hood for a badge and gun ' public opinion is indictment of charlotte police dark sadtimes america race,1,0,1,0,0,0,0,1,1,0,0
The gleesome threesome,0,0,0,0,1,0,0,0,0,0,0
Just my attempt at levity,1,0,1,0,1,0,0,0,0,0,0
"That is awesome  ok , what are the odds of that , swapping neighborhoods hilarious",0,0,0,0,1,0,1,0,0,0,0
I think you should do get the fashion police involved shocking,1,0,1,0,0,0,0,0,0,1,0
Congress attended by midterm liveliness differently constraints : qmiv,0,1,0,0,0,0,0,0,0,1,0
Wishing i was rich so i didnt have to get up this morning poor sleepy sad needsmoresleep,0,0,0,0,0,0,0,1,1,0,0
Relentless echo chamber negative comments with lots of reverb typical bully behavior,1,0,1,0,0,0,0,0,0,0,0
Thank you for follow and its a good website you have and cheering with no hassle,0,0,0,0,1,0,0,0,0,0,1
Gas prices are hilarious cause they are simultaneously super subsidised and taxed,1,0,1,0,1,0,1,0,0,0,0
Wow that looks bright,0,0,0,0,1,0,1,0,0,0,0
Induction day tomorrow for pizza express nervous,0,0,0,1,0,0,0,0,0,0,0
People have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists namjoon,0,0,0,0,1,1,0,0,0,0,0
"When something makes you excited , terrified , thrilled , nervous , elated and like you have been kicked in the guts all at once need word for that",0,1,0,1,1,0,0,0,0,0,0
Rojo is shocking    shocking,1,0,0,0,0,0,0,0,1,1,0
"Honestly do not give af who wins out of us and pine , i am just worried about getting drunk saturday night",0,0,0,1,1,0,1,1,0,0,0
That is not easy to blow up the lt on a run play he created the seam for sua to burst through,0,0,0,0,1,0,0,0,0,0,0
But i decided to be a bit lackadaisical about getting dressed to get groceries,0,0,0,0,1,0,0,1,0,0,0
"Optimism is he shall lose , that is actually a compromise : p",0,1,0,0,0,0,1,0,0,0,0
It is alright ' she said cheerfully trying to make the moment fun,0,0,0,0,1,0,0,0,0,0,0
It is 5679787 can not dm you as we do not follow each other not such a delight party fail letdown,1,0,0,0,0,0,0,0,1,0,0
They might get donal �g sure they wo not have him in cork as he is to fiery for dopey frank and his cult,1,0,0,0,0,0,0,0,0,0,0
Says he gets reelected   be afraid,0,0,0,1,0,0,0,1,0,0,0
"Now that i have been sucked into this wormhole of hilarity with no escape , i can say how weird and accurate this is",1,0,1,0,0,0,0,0,1,0,0
Texans are scared of this bunch,0,0,0,1,0,0,0,0,0,0,0
My little sister sure can hold a grudge,1,0,0,0,0,0,0,0,1,0,0
Remind them ' Twenty is plenty ',0,0,0,0,1,0,1,0,0,0,0
"Thank you for saying what others are afraid to say , carl big fan",0,0,0,0,1,1,1,0,0,0,0
Ppl like that irritate my soul,1,0,1,0,0,0,0,0,0,0,0
At least his character in fast and furious pumped some adrenaline into the franchise but that is about it,0,1,0,0,0,0,1,0,0,0,0
Now that has snapchat back it is a constant battle to see who can get the ugliest snap of one another snap survival,0,0,0,0,1,0,0,0,0,0,0
